,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
64,"338 E Federal Street","338 E Federal Street",Baltimore,MD,2012-11-15,125009.0,,Baltimore,39.308083,-76.611113,1,rooftop,338,"E Federal St",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,2009,2,245101205002009,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
65,"1029 St. Paul Street","1029 St. Paul Street",Baltimore,MD,2013-02-01,478803.0,,Baltimore,39.296536,-76.623489,0.33,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,170100,2007,2,245101701002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
66,"1302 St. Paul Street","1302 St. Paul Street",Baltimore,MD,2013-03-18,1600000.0,,Baltimore,39.296536,-76.623489,0.33,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,170100,2007,2,245101701002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
67,"1216 W. Lombard Street","1216 W. Lombard Street",Baltimore,MD,2013-04-01,139626.0,,Baltimore,39.28676,-76.637175,1,rooftop,1216,"W Lombard St",Baltimore,MD,"Baltimore city",21223,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,180300,2013,2,245101803002013,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
68,"1304 St. Paul Street","1304 St. Paul Street",Baltimore,MD,2013-04-03,1600000.0,,Baltimore,39.296536,-76.623489,0.33,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,170100,2007,2,245101701002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
69,"Town Theatre","315 W. Fayette Street",Baltimore,MD,2013-04-10,15297270.0,,Baltimore,39.290119,-76.620425,1,rooftop,315,"W Fayette St",Baltimore,MD,"Baltimore city",21201,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,2043,2,245100401002043,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
70,"1232 North Broadway","1232 North Broadway",Baltimore,MD,2013-04-13,238749.0,,Baltimore,39.304721,-76.595044,1,rooftop,1232,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
71,"1234 North Broadway","1234 North Broadway",Baltimore,MD,2013-04-15,236612.0,,Baltimore,39.304763,-76.595047,1,rooftop,1234,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
72,"1230 North Broadway","1230 North Broadway",Baltimore,MD,2013-04-15,239119.0,,Baltimore,39.304679,-76.595042,1,rooftop,1230,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
73,"1236 North Broadway","1236 North Broadway",Baltimore,MD,2013-04-15,239151.0,,Baltimore,39.304804,-76.595049,1,rooftop,1236,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
74,"1510 E. Biddle Street","1510 E. Biddle Street",Baltimore,MD,2013-05-03,239307.0,,Baltimore,39.304393,-76.597442,1,rooftop,1510,"E Biddle St",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2007,2,245100808002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
75,"1226 N. Broadway","1226 N. Broadway",Baltimore,MD,2013-05-03,250583.0,,Baltimore,39.304599,-76.595037,1,rooftop,1226,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
76,"1242 N Broadway","1242 N Broadway",Baltimore,MD,2013-05-03,245022.0,,Baltimore,39.304928,-76.595056,1,rooftop,1242,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
77,"1254 N. Broadway","1254 N. Broadway",Baltimore,MD,2013-05-03,265065.0,,Baltimore,39.305177,-76.595071,1,rooftop,1254,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
78,"1246 N. Broadway","1246 N. Broadway",Baltimore,MD,2013-05-03,237573.0,,Baltimore,39.305011,-76.595061,1,rooftop,1246,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2004,2,245100808002004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
79,"2127 Jefferson Street","2127 Jefferson Street",Baltimore,MD,2013-05-03,118936.0,,Baltimore,39.296362,-76.58692,1,rooftop,2127,"Jefferson St",Baltimore,MD,"Baltimore city",21205,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,060300,1004,1,245100603001004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
80,"Public School No. 37","1125 Patterson Park Avenue, North",Baltimore,MD,2013-06-13,5182014.0,,Baltimore,39.304363,-76.585068,0.9,rooftop,1125,"N Patterson Park Ave",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080400,2007,2,245100804002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
81,"1709 Saint Paul Street","1709 Saint Paul Street",Baltimore,MD,2013-07-08,328892.0,,Baltimore,39.309121,-76.614549,1,rooftop,1709,"Saint Paul St",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,1016,1,245101205001016,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
82,"1027 St. Paul Street","1027 St. Paul Street",Baltimore,MD,2013-07-23,447815.0,,Baltimore,39.296536,-76.623489,0.33,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,170100,2007,2,245101701002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
83,"1025 St. Paul Street","1025 St. Paul Street",Baltimore,MD,2013-07-23,447815.0,,Baltimore,39.296536,-76.623489,0.33,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,170100,2007,2,245101701002007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
84,"207 N. Castle Street","207 N. Castle Street",Baltimore,MD,2013-08-05,133814.0,,Baltimore,39.294584,-76.588214,1,rooftop,207,"N Castle St",Baltimore,MD,"Baltimore city",21231,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,060400,2010,2,245100604002010,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
85,"1225 North Broadway","1225 North Broadway",Baltimore,MD,2013-08-19,207809.0,,Baltimore,39.30458,-76.594285,1,rooftop,1225,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2001,2,245100808002001,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
86,"1605 E. Biddle Street","1605 E. Biddle Street",Baltimore,MD,2013-08-19,249041.0,,Baltimore,39.304032,-76.595989,1,rooftop,1605,"E Biddle St",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2010,2,245100808002010,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
87,"1610 E. Biddle Street","1610 E. Biddle Street",Baltimore,MD,2013-08-19,233285.0,,Baltimore,39.304442,-76.595823,1,rooftop,1610,"E Biddle St",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2005,2,245100808002005,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
88,"758 Reservoir Street","758 Reservoir Street",Baltimore,MD,2013-09-26,98244.0,,Baltimore,39.312963,-76.630693,1,rooftop,758,"Reservoir St",Baltimore,MD,"Baltimore city",21217,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,130200,1002,1,245101302001002,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
89,Chesapeake,"1701 North Charles Street",Baltimore,MD,2013-09-26,2492464.0,,Baltimore,39.308905,-76.61613,1,rooftop,1701,"N Charles St",Baltimore,MD,"Baltimore city",21201,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,1018,1,245101205001018,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
90,"Montgomery Ward Warehouse & Retail","1000 S. Monroe Street",Baltimore,MD,2013-11-07,103878385.0,,Baltimore,39.276671,-76.644555,1,range_interpolation,1000,"S Monroe St",Baltimore,MD,"Baltimore city",21223,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,210200,1032,1,245102102001032,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD3
91,"Odd Fellows Hall","300 Cathedral Street",Baltimore,MD,2013-12-13,6667305.0,,Baltimore,39.293309,-76.617035,1,rooftop,300,"Cathedral St",Baltimore,MD,"Baltimore city",21201,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,2026,2,245100401002026,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
92,"329 North Eutaw Street","329 North Eutaw Street",Baltimore,MD,2013-12-13,842593.0,,Baltimore,39.293789,-76.620952,1,rooftop,329,"N Eutaw St",Baltimore,MD,"Baltimore city",21201,US,Statewide,2019,24,24510,Baltimore,2404000,040100,2012,2,245100401002012,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
93,"Madison-Clendenin House","2220 Madison Ave.",Baltimore,MD,2014-03-11,60921.0,,Baltimore,39.310789,-76.636361,1,rooftop,2220,"Madison Ave",Baltimore,MD,"Baltimore city",21217,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,130300,1009,1,245101303001009,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
94,"The SEnator Theatre","5904 York Road",Baltimore,MD,2014-03-31,1760000.0,,Baltimore,39.363456,-76.610397,1,rooftop,5904,"York Rd",Baltimore,MD,"Baltimore city",21212,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,271200,2016,2,245102712002016,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD3
95,"756 Reservoir Street","756 Reservoir Street",Baltimore,MD,2014-03-31,131082.0,,Baltimore,39.312977,-76.630635,1,rooftop,756,"Reservoir St",Baltimore,MD,"Baltimore city",21217,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,130200,1002,1,245101302001002,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
96,"Mount Vernon Mill No. 1","3000 Falls Road",Baltimore,MD,2014-04-03,38500000.0,,Baltimore,39.323159,-76.63078,1,rooftop,3000,"Falls Rd",Baltimore,MD,"Baltimore city",21211,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,130600,1018,1,245101306001018,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
97,"Oak Street Garage","2600 N. Howard Street",Baltimore,MD,2014-04-04,2313109.0,,Baltimore,39.319379,-76.620457,1,rooftop,2600,"N Howard St",Baltimore,MD,"Baltimore city",21211,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120700,3001,3,245101207003001,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
98,"219 E. North Avenue","219 E. North Avenue",Baltimore,MD,2014-04-04,294000.0,,Baltimore,39.310903,-76.613129,1,rooftop,219,"E North Ave",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,1000,1,245101205001000,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
99,"Eastern Shore House Building","1621 Bank Street",Baltimore,MD,2014-04-07,3400000.0,,Baltimore,39.286338,-76.594117,1,rooftop,1621,"Bank St",Baltimore,MD,"Baltimore city",21231,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,030100,1028,1,245100301001028,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD3
100,"Highlandtown Middle School","101 South Ellwood Street",Baltimore,MD,2014-04-28,32000000.0,,Baltimore,39.290621,-76.572854,1,rooftop,101,"S Ellwood Ave",Baltimore,MD,"Baltimore city",21224,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,010200,1004,1,245100102001004,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD3
101,"Gunther Main Brewery (B-998)","1311 S. Conkling Street",Baltimore,MD,2014-05-05,42000000.0,,Baltimore,39.278002,-76.566475,1,range_interpolation,1311,"S Conkling St",Baltimore,MD,"Baltimore city",21224,US,"TIGER/Line® dataset from the US Census Bureau",2019,24,24510,Baltimore,2404000,260605,5000,5,245102606055000,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD3
102,"Purnell Art Company","407 North Charles Street",Baltimore,MD,2014-05-12,1250000.0,,Baltimore,39.294449,-76.615143,1,rooftop,407,"N Charles St",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,1012,1,245100401001012,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
103,"Federal Reserve Bank Of Richmond, Baltimore Branch","114 East Lexington Street",Baltimore,MD,2014-06-02,15891050.0,,Baltimore,39.291385,-76.6128,1,rooftop,114,"E Lexington St",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,1041,1,245100401001041,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
104,"421 East Lafayette Avenue","421 East Lafayette Avenue",Baltimore,MD,2014-08-11,199167.0,,Baltimore,39.309809,-76.61004,1,rooftop,421,"E Lafayette Ave",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,2006,2,245101205002006,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
105,"405 East Lafayette Avenue","405 East Lafayette Avenue",Baltimore,MD,2014-08-25,194318.0,,Baltimore,39.309789,-76.610561,1,rooftop,405,"E Lafayette Ave",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,120500,2005,2,245101205002005,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
106,"1629 Hakesley Place","1629 Hakesley Place",Baltimore,MD,2014-08-25,290602.0,,Baltimore,39.304675,-76.595489,1,rooftop,1629,"Hakesley Pl",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2005,2,245100808002005,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
107,"1525 East Biddle Street","1525 East Biddle Street","Baltimore City",MD,2014-08-25,2221757.0,,Baltimore,39.30402,-76.596715,1,rooftop,1525,"E Biddle St",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2009,2,245100808002009,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
108,"1216 North Bond Street","1216 North Bond Street","Baltimore City",MD,2014-08-25,167759.0,,Baltimore,39.304903,-76.596882,1,rooftop,1216,"N Bond St",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2006,2,245100808002006,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
109,"Baltimore Life Insurance Company Building","301-307 N. Charles Street",Baltimore,MD,2014-09-29,14000000.0,,Baltimore,39.292506,-76.615091,1,rooftop,301,"N Charles St",Baltimore,MD,"Baltimore city",21202,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,1062,1,245100401001062,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
110,"1639 Hakesley Place","1639 Hakesley Place",Baltimore,MD,2014-09-29,255463.0,,Baltimore,39.304684,-76.595265,1,rooftop,1639,"Hakesley Pl",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2005,2,245100808002005,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
111,"1239 North Broadway Street","1239 North Broadway Street",Baltimore,MD,2014-10-10,238109.0,,Baltimore,39.304847,-76.594301,1,rooftop,1239,"N Broadway",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080800,2001,2,245100808002001,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
112,"Public School No. 99 (The Columbus School)","2000 East North Avenue",Baltimore,MD,2014-11-24,13700000.0,,Baltimore,39.312841,-76.590095,1,rooftop,2000,"E North Ave",Baltimore,MD,"Baltimore city",21213,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,080500,3007,3,245100805003007,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
113,"The S.S. Kresge Building","117 West Lexington Street",Baltimore,MD,2014-12-03,937440.0,,Baltimore,39.291339,-76.617821,1,rooftop,117,"W Lexington St",Baltimore,MD,"Baltimore city",21201,US,"City of Baltimore",2019,24,24510,Baltimore,2404000,040100,2034,2,245100401002034,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,MD7
114,"Southworth House And Carriage House","3334 Prospect Avenue",Cleveland,OH,2009-03-18,2561589.0,,Cleveland,41.501232,-81.663724,0.9,rooftop,3334,"Prospect Ave E",Cleveland,OH,"Cuyahoga County",44115,US,Cuyahoga,2019,39,39035,Cleveland,3916000,108701,1005,1,390351087011005,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
115,"Wade Chateau Apartments","9501 Wade Park Avenue",Cleveland,OH,2009-05-01,7138748.0,,Cleveland,41.516071,-81.620426,1,rooftop,9501,"Wade Park Ave",Cleveland,OH,"Cuyahoga County",44106,US,Cuyahoga,2019,39,39035,Cleveland,3916000,118602,1001,1,390351186021001,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
116,"Mccrory Building","422-424 Euclid Avenue",Cleveland,OH,2009-09-28,2439630.0,,Cleveland,41.499661,-81.690188,1,range_interpolation,422,"Euclid Ave",Cleveland,OH,"Cuyahoga County",44114,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,107701,1050,1,390351077011050,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
